"CNAMTS - CCAM version 23 applicable au 25/01/2010";;;;;;;;;
"Code";"c";"Texte";"Activité";"Phase";"Tarif
(en euro)";"Rembt. ss Cdtions";"Accord Préalable";"Exo. TM";"Regroupement"
"[A, J, K, 7]";;"Avec ou sans : néphrectomie
pyéloplastie";;;;;;;
;;"anesthésie";4;0;166,30;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"08.02.02";;"Actes thérapeutiques sur les voies urinaires supérieures";;;;;;;
;;"Comprend : actes thérapeutiques sur :
- les calices rénaux 
- le bassinet [pelvis] rénal 
- la jonction pyélo-urétérale 
- l'uretère";;;;;;;
;;"Avec ou sans : drainage de l'uretère";;;;;;;
;;"Les actes sur les voies urinaires supérieures, par endoscopie incluent le contrôle radiologique.";;;;;;;
;;"Les subdivisions suivantes, données à titre facultatif, peuvent être utilisées avec les codes marqués d'un symbole distinctif pour préciser le mode de drainage des voies excrétrices : 
- A avec drainage par sonde de néphrostomie 
- B avec drainage par sonde urétérale";;;;;;;
;;;;;;;;;
;;;;;;;;;
"08.02.02.01";;"Suture de l'uretère";;;;;;;
;;;;;;;;;
"JCCC003";;"Suture de plaie ou de rupture de l'uretère, par cœlioscopie ou par rétropéritonéoscopie";1;0;411,17;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;180,82;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCCA003";;"Suture de plaie ou de rupture de l'uretère, par abord direct";1;0;240,76;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;112,83;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"08.02.02.02";;"Pose de sonde et de prothèse de l'uretère";;;;;;;
;;;;;;;;;
"JCLE001";;"Pose d'une sonde urétérale à visée thérapeutique, par endoscopie rétrograde";1;0;86,40;;;1;"ADC"
"[A, F, P, S, U, 7]";;"À l'exclusion de : refoulement de calcul de l'uretère par sonde urétérale, par endoscopie rétrograde (JCEE001)";;;;;;;
;;"anesthésie";4;0;63,73;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCLD001";;"Pose d'une endoprothèse urétérale, par une néphrostomie déjà en place";1;0;113,59;;;1;"ATM"
;;"(YYYY405, ZZLP025)";;;;;;;
"JCLH001";;"Pose d'une endoprothèse urétérale, par voie transcutanée avec guidage échographique et/ou radiologique";1;0;86,40;;;1;"ATM"
;;"(YYYY405, ZZLP025)";;;;;;;
"JCLE002";;"Pose d'une endoprothèse urétérale, par endoscopie rétrograde";1;0;95,10;;;1;"ADC"
"[A, F, P, S, U, 7]";;"anesthésie";4;0;53,52;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
;;;;;;;;;
"08.02.02.03";;"Ablation et changement de sonde et d'endoprothèse des voies urinaires supérieures";;;;;;;
;;;;;;;;;
"JCGE003";;"Ablation unilatérale ou bilatérale d'une sonde urétérale, par endoscopie rétrograde";1;0;48,00;;;1;"ATM"
"[F, P, S, U]";;"(YYYY405, ZZLP030)";;;;;;;
"JCGH002";;"Ablation d'une endoprothèse urétérale par une néphrostomie déjà en place, avec guidage radiologique";1;0;38,40;;;1;"ATM"
"[F, P, S, U]";;"(YYYY405)";;;;;;;
"JCGE004";;"Ablation d'une endoprothèse urétérale, par endoscopie rétrograde";1;0;48,00;;;1;"ATM"
"[F, P, S, U]";;"(YYYY405, ZZLP025)";;;;;;;
"JAKD001";;"Changement d'une sonde de néphrostomie ou de pyélostomie";1;0;48,12;;;1;"ATM"
"[F, P, S, U]";;"(YYYY405, ZZLP025)";;;;;;;
"JCKD001";;"Changement d'une sonde d'urétérostomie cutanée";1;0;48,12;;;1;"ATM"
"[F, P, S, U]";;"(YYYY405, ZZLP025)";;;;;;;
"JCKE001";;"Changement d'une sonde urétérale, par endoscopie rétrograde";1;0;98,38;;;1;"ADC"
"[A, F, P, S, U, 7]";;"anesthésie";4;0;57,18;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCKH001";;"Changement d’une endoprothèse urétérale par une néphrostomie déjà en place, avec guidage radiologique";1;0;86,40;;;1;"ATM"
"[F, P, S, U]";;"(YYYY405, ZZLP025)";;;;;;;
"JCKE002";;"Changement d’une endoprothèse urétérale, par endoscopie rétrograde";1;0;88,93;;;1;"ADC"
"[A, F, P, S, U, 7]";;"anesthésie";4;0;53,89;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
;;;;;;;;;
"08.02.02.04";;"Dérivation externe sur les voies urinaires supérieures";;;;;;;
;;;;;;;;;
"JACH001";;"Néphrostomie, par voie transcutanée avec guidage échographique et/ou radiologique";1;0;167,20;;;1;"ATM"
"[F, J, K, P, S, U]";;"(YYYY405, ZZLP030)";;;;;;;
"JAMA001";;"Internalisation secondaire d'une néphrostomie cutanée déjà en place";1;0;125,40;;;1;"ADC"
"[J, K]";;"(ZZLP030)";;;;;;;
"JAMB001";;"Internalisation d'une néphrostomie déjà en place, par voies transcutanée et rétrograde";1;0;125,40;;;1;"ATM"
"[J, K]";;"(ZZLP030)";;;;;;;
"JACH002";;"Néphrostomie par voie transcutanée avec drainage internalisé de la voie excrétrice urinaire, avec guidage échographique et/ou radiologique";1;0;167,20;;;1;"ATM"
"[J, K]";;"(YYYY405, ZZLP030)";;;;;;;
"JACH003";;"Néphrostomie, par voie transcutanée avec guidage scanographique";1;0;167,20;;;1;"ATM"
"[F, J, K, P, S, U]";;"(YYYY405, ZZLP030)";;;;;;;
"JACA002";;"Néphrostomie cutanée, par abord direct";1;0;189,07;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;115,83;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JBCA001";;"Pyélostomie cutanée, par abord direct";1;0;210,04;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;115,09;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCCB001";;"Urétérostomie, par voie transcutanée";1;0;167,20;;;1;"ATM"
"[F, J, K, P, S, U]";;"(YYYY405, ZZLP030)";;;;;;;
"JCCC001";;"Urétérostomie cutanée, par cœlioscopie ou par rétropéritonéoscopie";1;0;275,18;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;209,48;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCCA002";;"Urétérostomie cutanée, par abord direct";1;0;196,88;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;141,86;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCCA014";;"Urétérostomie cutanée avec anastomose urétéro-urétérale croisée, par abord direct";1;0;456,81;;;1;"ADC"
"[A, J, K, 7]";;"Urétéro-urétérostomie en Y";;;;;;;
;;"anesthésie";4;0;160,84;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCCC002";;"Urétérostomie cutanée transintestinale par anse non détubulée, par cœlioscopie ou par rétropéritonéoscopie";1;0;599,00;;;1;"ADC"
"[A, J, K, 7]";;"Opération selon Bricker, par cœlioscopie";;;;;;;
;;"anesthésie";4;0;333,89;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCCA006";;"Urétérostomie cutanée transintestinale par anse non détubulée, par abord direct";1;0;535,91;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"Opération selon Bricker";;;;;;;
;;"anesthésie";4;0;289,36;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCCA011";;"Urétérostomie cutanée transintestinale avec création d'un réservoir continent, par abord direct";1;0;583,48;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;332,68;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"08.02.02.05";;"Dérivation interne et réimplantation de l'uretère";;;;;;;
;;;;;;;;;
"JCCA005";;"Anastomose urétérocalicielle, par abord direct";1;0;390,03;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;152,78;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCCA007";;"Dérivation urinaire par anastomose urétéro-urétérale homolatérale, par abord direct";1;0;281,46;;;1;"ADC"
"[A, J, K, 7]";;"Urétéro-urétérostomie homolatérale";;;;;;;
;;"anesthésie";4;0;127,12;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCCA008";;"Dérivation urinaire par anastomose urétéro-urétérale croisée, par abord direct";1;0;439,94;;;1;"ADC"
"[A, J, K, 7]";;"Transurétéro-urétérostomie";;;;;;;
;;"anesthésie";4;0;162,31;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCEA005";;"Réimplantation urétérovésicale sans création de montage antireflux, par abord direct";1;0;374,48;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;249,08;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCEC006";;"Réimplantation urétérovésicale unilatérale avec création de montage antireflux, par cœlioscopie";1;0;403,28;;;1;"ADC"
"[A, F, J, K, P, S, U, 6, 7, 8]";;"anesthésie";4;0;273,08;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCEC011";;"Réimplantation urétérovésicale bilatérale avec création de montage antireflux, par cœlioscopie";1;0;581,85;;;1;"ADC"
"[A, F, J, K, P, S, U, 6, 7, 8]";;"anesthésie";4;0;385,31;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCEA002";;"Réimplantation urétérovésicale unilatérale avec création de montage antireflux, par abord direct";1;0;374,48;;;1;"ADC"
"[A, J, K, 7]";;"Opération unilatérale selon Cohen";;;;;;;
;;"anesthésie";4;0;249,08;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCEA001";;"Réimplantation urétérovésicale bilatérale avec création de montage antireflux, par abord direct";1;0;531,23;;;1;"ADC"
"[A, J, K, 7]";;"Opération bilatérale selon Cohen";;;;;;;
;;"anesthésie";4;0;343,13;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCEA003";;"Réimplantation urétérovésicale avec plastie de la vessie par mobilisation [vessie psoïque] ou allongement par lambeau pédiculé, par abord direct";1;0;522,50;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;271,70;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCMA004";;"Création d'un montage urétérovésical antireflux sans réimplantation urétérovésicale, par abord direct";1;0;284,75;;;1;"ADC"
"[A, J, K, 7]";;"Opération selon Gil-Vernet";;;;;;;
;;"anesthésie";4;0;146,91;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCEA004";;"Réimplantation vésicale d'une duplicité urétérale, par abord direct";1;0;374,48;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;249,08;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCCA013";;"Anastomose urétérocolique ou urétérorectale directe, par abord direct";1;0;327,52;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;185,38;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCCA012";;"Anastomose urétérocolique ou urétérorectale avec confection d'un réservoir détubulé rectosigmoïdien ou iléo-recto-sigmoïdien, par abord direct";1;0;743,05;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;332,68;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCMA001";;"Transformation d'une urétérostomie cutanée en anastomose urétérocolique directe";1;0;473,50;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;207,74;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCMA002";;"Transformation d'une urétérostomie cutanée en dérivation interne avec confection d'un réservoir détubulé rectosigmoïdien ou iléo-recto-sigmoïdien";1;0;757,03;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;332,68;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCMA003";;"Transformation d'une urétérostomie cutanée en dérivation interne par réimplantation urétérovésicale";1;0;519,57;;;1;"ADC"
"[A, J, K, 7]";;"Avec ou sans : élongation de la vessie [vessie psoïque]";;;;;;;
;;"anesthésie";4;0;277,63;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCMA005";;"Transformation d'une urétérostomie cutanée en dérivation interne avec entérocystoplastie de remplacement [néovessie] orthotopique par anse intestinale détubulée";1;0;998,72;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;374,48;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"08.02.02.06";;"Fragmentation extracorporelle de calcul des voies urinaires supérieures [Lithotritie extracorporelle]";;;;;;;
;;"Coder éventuellement : drainage des voies urinaires supérieures";;;;;;;
;;;;;;;;;
"JANM002";;"Lithotritie extracorporelle du rein, avec guidage échographique";1;0;250,80;;;1;"ATM"
"[A, F, J, K, P, S, U, 7]";;"Avec ou sans : guidage radiologique";;;;;;;
;;"anesthésie";4;0;125,40;;;1;"ADA"
"JANM001";;"Lithotritie extracorporelle du rein, avec guidage radiologique";1;0;250,80;;;1;"ATM"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;125,40;;;1;"ADA"
"JCNM001";;"Lithotritie extracorporelle de l'uretère, avec guidage échographique";1;0;250,80;;;1;"ADC"
"[A, J, K, 7]";;"Avec ou sans : guidage radiologique";;;;;;;
;;"anesthésie";4;0;125,40;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCNM002";;"Lithotritie extracorporelle de l'uretère, avec guidage radiologique";1;0;250,80;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;125,40;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"08.02.02.07";;"Ablation de calcul du rein";;;;;;;
;;"Comprend : ablation de calcul
- caliciel
- pyélique";;;;;;;
;;"Avec ou sans : fragmentation du calcul";;;;;;;
;;"L'ablation de calcul du rein inclut le contrôle radiologique.";;;;;;;
;;"Facturation : les actes du paragraphe 08.02.02.07 ""Ablation de calcul du rein"" ne peuvent pas être facturés avec une néphrostomie";;;;;;;
;;;;;;;;;
"JANJ002";;"Fragmentation intrarénale de calcul par ondes de choc [Lithotritie intrarénale], par néphroscopie par une néphrostomie déjà en place";1;0;250,80;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;125,40;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JAGD001";;"Ablation de calcul du rein, par une néphrostomie déjà en place";1;0;431,49;;;1;"ADC"
"[A, J, K, 7]";;"À l'exclusion de : ablation d'un calcul coralliforme ou complexe du rein, par une néphrostomie déjà en place (JAGD002)";;;;;;;
;;"anesthésie";4;0;155,89;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JAGF002";;"Ablation d'un calcul simple du rein, par voie transcutanée";1;0;391,60;;;1;"ATM"
"[A, J, K, 7]";;"anesthésie";4;0;155,89;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JAGD002";;"Ablation d'un calcul coralliforme ou complexe du rein, par une néphrostomie déjà en place";1;0;426,56;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;155,89;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JAGF003";;"Ablation d'un calcul coralliforme ou complexe du rein, par voie transcutanée";1;0;477,96;;;1;"ATM"
"[A, J, K, 7]";;"anesthésie";4;0;157,12;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JAGC001";;"Ablation d'un calcul du rein par pyélotomie, par rétropéritonéoscopie";1;0;337,73;;;1;"ADC"
"[A, J, K, 6, 7, 8]";;"anesthésie";4;0;155,89;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JAGA001";;"Ablation d'un calcul du rein par pyélotomie, par abord direct";1;0;296,61;;;1;"ADC"
"[A, J, K, 6, 7, 8]";;"anesthésie";4;0;176,91;;;1;"ADA"
;;"(GELE001, ZZQA002, ZZQA003)";;;;;;;
"JAGA004";;"Ablation d'un calcul du rein par néphrotomie, par abord direct";1;0;427,79;;;1;"ADC"
"[A, J, K, 6, 7, 8]";;"À l'exclusion de : ablation d'un calcul du rein par néphrotomie de la convexité, par abord direct (JAGA002)";;;;;;;
;;"anesthésie";4;0;214,66;;;1;"ADA"
;;"(GELE001, ZZQA002, ZZQA003)";;;;;;;
"JAGA002";;"Ablation d'un calcul du rein par néphrotomie de la convexité, par abord direct";1;0;488,24;;;1;"ADC"
"[A, J, K, 6, 7, 8]";;"Avec ou sans : clampage du pédicule rénal";;;;;;;
;;"anesthésie";4;0;187,91;;;1;"ADA"
;;"(GELE001, ZZQA002, ZZQA003)";;;;;;;
"JAGA006";;"Ablation d'un calcul du rein par pyélotomie et néphrotomie, par abord direct";1;0;488,24;;;1;"ADC"
"[A, J, K, 6, 7, 8]";;"anesthésie";4;0;171,78;;;1;"ADA"
;;"(GELE001, ZZQA002, ZZQA003)";;;;;;;
"JAGF001";;"Ablation de calculs multiples du rein, par voie transcutanée";1;0;477,96;;;1;"ATM"
"[A, J, K, 6, 7, 8]";;"anesthésie";4;0;157,12;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JAGA003";;"Ablation de calculs multiples du rein par pyélotomie et/ou néphrotomie, par abord direct";1;0;555,26;;;1;"ADC"
"[A, J, K, 6, 7, 8]";;"À l'exclusion de : ablation de calculs multiples du rein par néphrotomie de la convexité, par abord direct (JAGA005)";;;;;;;
;;"anesthésie";4;0;171,78;;;1;"ADA"
;;"(GELE001, ZZQA002, ZZQA003)";;;;;;;
"JAGA005";;"Ablation de calculs multiples du rein par néphrotomie de la convexité, par abord direct";1;0;555,26;;;1;"ADC"
"[A, J, K, 6, 7, 8]";;"Avec ou sans : clampage du pédicule rénal";;;;;;;
;;"anesthésie";4;0;187,91;;;1;"ADA"
;;"(GELE001, ZZQA002, ZZQA003)";;;;;;;
;;;;;;;;;
"08.02.02.08";;"Ablation et fragmentation de calcul de l'uretère";;;;;;;
;;;;;;;;;
"JCEE001";;"Refoulement de calcul de l'uretère par sonde urétérale, par endoscopie rétrograde";1;0;103,73;;;1;"ADC"
"[A, F, P, S, U, 7]";;"anesthésie";4;0;70,01;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCGH005";;"Ablation et/ou fragmentation de calcul de l'uretère, par une néphrostomie déjà en place avec guidage échographique et/ou radiologique";1;0;197,69;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;117,57;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCGH001";;"Ablation et/ou fragmentation de calcul de l'uretère, par voie transcutanée avec guidage échographique et/ou radiologique";1;0;281,29;;;1;"ATM"
"[A, J, K, 7]";;"anesthésie";4;0;155,89;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCGE002";;"Ablation et/ou fragmentation de calcul de l'uretère, par urétéroscopie antérograde par une néphrostomie déjà en place";1;0;283,30;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;115,73;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCGG001";;"Ablation et/ou fragmentation de calcul de l'uretère, par urétéroscopie antérograde par voie transcutanée";1;0;477,14;;;1;"ATM"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;155,89;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCGH004";;"Ablation et/ou fragmentation de calcul de l'uretère, par urétrocystoscopie avec guidage échographique et/ou radiologique";1;0;197,69;;;1;"ADC"
"[A, J, K, 7]";;"Ablation de calcul de l'uretère par sonde à panier [de Dormia], par voie rétrograde";;;;;;;
;;"anesthésie";4;0;114,09;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCGE006";;"Ablation et/ou fragmentation de calcul de l'uretère lombal, par urétéroscopie rétrograde";1;0;327,99;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;134,99;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCGC003";;"Ablation de calcul de l'uretère lombal, par cœlioscopie ou par rétropéritonéoscopie";1;0;287,99;;;1;"ADC"
"[A, J, K, 6, 7, 8]";;"anesthésie";4;0;165,77;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCGA002";;"Ablation de calcul de l'uretère lombal, par abord direct";1;0;239,29;;;1;"ADC"
"[A, F, J, K, P, S, U, 6, 7, 8]";;"anesthésie";4;0;127,83;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCGE005";;"Ablation et/ou fragmentation de calcul de l'uretère iliaque, par urétéroscopie rétrograde";1;0;285,35;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;114,09;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCGC002";;"Ablation de calcul de l'uretère iliaque, par cœlioscopie ou par rétropéritonéoscopie";1;0;287,99;;;1;"ADC"
"[A, J, K, 6, 7, 8]";;"anesthésie";4;0;165,77;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCGA003";;"Ablation de calcul de l'uretère iliaque, par abord direct";1;0;198,99;;;1;"ADC"
"[A, F, J, K, P, S, U, 6, 7, 8]";;"anesthésie";4;0;116,83;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCGE001";;"Ablation et/ou fragmentation de calcul de l'uretère pelvien, par urétéroscopie rétrograde";1;0;267,26;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;114,09;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCGC001";;"Ablation de calcul de l'uretère pelvien, par cœlioscopie ou par rétropéritonéoscopie";1;0;305,55;;;1;"ADC"
"[A, J, K, 6, 7, 8]";;"anesthésie";4;0;167,58;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCGA001";;"Ablation de calcul de l'uretère pelvien, par abord direct";1;0;280,29;;;1;"ADC"
"[A, F, J, K, P, S, U, 6, 7, 8]";;"anesthésie";4;0;142,83;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"08.02.02.09";;"Incision des voies urinaires supérieures";;;;;;;
;;"Comprend : incision de la jonction pyélo-urétérale";;;;;;;
;;;;;;;;;
"JBPH001";;"Urétéropyélotomie ou urétérotomie, avec guidage radiologique";1;0;218,59;;;1;"ATM"
"[A, J, K, 7]";;"anesthésie";4;0;124,54;;;1;"ADA"
;;"(YYYY405)";;;;;;;
"JBPE002";;"Urétéropyélotomie ou urétérotomie, par néphroscopie par une néphrostomie déjà en place";1;0;429,01;;;1;"ATM"
"[A, J, K, 7]";;"anesthésie";4;0;124,54;;;1;"ADA"
;;"(YYYY405)";;;;;;;
"JBPG001";;"Urétéropyélotomie ou urétérotomie, par néphroscopie par voie transcutanée";1;0;372,26;;;1;"ATM"
"[A, J, K, 7]";;"anesthésie";4;0;141,01;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JBPE001";;"Urétéropyélotomie ou urétérotomie, par urétéroscopie rétrograde";1;0;274,39;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;124,54;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
;;;;;;;;;
"08.02.02.10";;"Plastie du bassinet et de la jonction pyélo-urétérale";;;;;;;
;;"À l'exclusion de : résection-anastomose du bassinet et de la jonction pyélo-urétérale (JBFC001, JBFA002)";;;;;;;
;;"Facturation : les actes du paragraphe 08.02.02.08 ""Plastie du bassinet et de la jonction pyélo-urétérale"" ne peuvent pas être facturés avec une néphrostomie";;;;;;;
;;;;;;;;;
"JBMC001";;"Plastie du bassinet et de la jonction pyélo-urétérale, par cœlioscopie ou par rétropéritonéoscopie";1;0;481,96;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;176,01;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JBMA001";;"Plastie du bassinet et de la jonction pyélo-urétérale, par abord direct";1;0;302,90;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;149,44;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"08.02.02.11";;"Destruction de lésion de l'uretère";;;;;;;
;;;;;;;;;
"JCND001";;"Destruction de tumeur de l'uretère lombal, par une néphrostomie déjà en place";1;0;223,26;;;1;"ATM"
"[A, J, K, 7]";;"anesthésie";4;0;114,09;;;1;"ADA"
;;"(YYYY405)";;;;;;;
"JCNE004";;"Destruction de tumeur de l'uretère lombal, par urétéroscopie rétrograde";1;0;278,36;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;114,09;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCNF001";;"Destruction de tumeur de l'uretère lombal, par voie transcutanée";1;0;295,22;;;1;"ATM"
"[A, J, K, 7]";;"anesthésie";4;0;114,09;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCNE003";;"Destruction de tumeur de l'uretère iliaque, par urétéroscopie rétrograde";1;0;262,74;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;114,09;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCNE002";;"Destruction de tumeur de l'uretère pelvien, par urétéroscopie rétrograde";1;0;216,27;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;114,09;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCNE001";;"Destruction d'un moignon de l'uretère, par urétéroscopie rétrograde";1;0;197,69;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;114,09;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
;;;;;;;;;
"08.02.02.12";;"Exérèse de lésion de l'uretère";;;;;;;
;;;;;;;;;
"JBFE001";;"Exérèse de tumeur pyélique et/ou calicielle, par endoscopie rétrograde";1;0;388,73;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;155,89;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JBFA001";;"Exérèse de tumeur pyélique et/ou calicielle, avec néphrostomie par voie transcutanée";1;0;453,29;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;161,15;;;1;"ADA"
;;"(GELE001, YYYY405, ZZHA001)";;;;;;;
"JCFD001";;"Exérèse de tumeur de l'uretère lombal, par une néphrostomie déjà en place";1;0;253,28;;;1;"ATM"
"[A, J, K, 7]";;"anesthésie";4;0;114,09;;;1;"ADA"
;;"(YYYY405, ZZHA001)";;;;;;;
"JCFF001";;"Exérèse de tumeur de l'uretère lombal, par voie transcutanée";1;0;356,91;;;1;"ATM"
"[A, J, K, 7]";;"anesthésie";4;0;120,50;;;1;"ADA"
;;"(GELE001, YYYY405, ZZHA001)";;;;;;;
"JCFE001";;"Exérèse de tumeur de l'uretère lombal, par urétéroscopie rétrograde";1;0;318,66;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;131,86;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCFE003";;"Exérèse de tumeur de l'uretère iliaque, par urétéroscopie rétrograde";1;0;303,44;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;114,09;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCFE002";;"Exérèse de tumeur de l'uretère pelvien, par urétéroscopie rétrograde";1;0;266,43;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;114,09;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
;;;;;;;;;
"08.02.02.13";;"Résection-anastomose des voies urinaires supérieures";;;;;;;
;;;;;;;;;
"JBFC001";;"Résection-anastomose du bassinet et de la jonction pyélo-urétérale, par cœlioscopie ou par rétropéritonéoscopie";1;0;562,97;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;225,15;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
"JBFA002";;"Résection-anastomose du bassinet et de la jonction pyélo-urétérale, par abord direct";1;0;348,14;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;195,26;;;1;"ADA"
